"group_name","parameter_name"
"other","Knee joint - Severity score"
"other","Knee joint - Significance score"
"other","Large intestine - Description"
"other","Large intestine - Free text diagnostic term"
"other","Large intestine - Severity score"
"other","Large intestine - Significance score"
"other","Liver - Description"
"other","Liver - Free text diagnostic term"
"other","Liver - Severity score"
"other","Liver - Significance score"
"other","Lung - Description"
"other","Lung - Free text diagnostic term"
"other","Lung - Severity score"
"other","Lung - Significance score"
"other","Lymph node - Description"
"other","Lymph node - Free text diagnostic term"
"other","Lymph node - Severity score"
"other","Lymph node - Significance score"
"other","Mammary gland - Description"
"other","Mammary gland - Free text diagnostic term"
"other","Mammary gland - Severity score"
"other","Mammary gland - Significance score"
"other","Nasal cavity - Description"
"other","Nasal cavity - Free text diagnostic term"
"other","Nasal cavity - Severity score"
"other","Nasal cavity - Significance score"
"other","Ovary - Description"
"other","Ovary - Free text diagnostic term"
"other","Ovary - Severity score"
"other","Ovary - Significance score"
"other","Pancreas - Description"
"other","Pancreas - Free text diagnostic term"
"other","Pancreas - Severity score"
"other","Pancreas - Significance score"
"brain","Pituitary gland - Description"
"brain","Pituitary gland - Free text diagnostic term"
"brain","Pituitary gland - Severity score"
"brain","Pituitary gland - Significance score"
"other","Prostate gland - Description"
"other","Prostate gland - Free text diagnostic term"
"other","Prostate gland - Severity score"
"other","Prostate gland - Significance score"
"other","Salivary gland - Description"
"other","Salivary gland - Free text diagnostic term"
"other","Salivary gland - Severity score"
"other","Salivary gland - Significance score"
"other","Sciatic nerve - Description"
"other","Sciatic nerve - Free text diagnostic term"
"other","Sciatic nerve - Severity score"
"other","Sciatic nerve - Significance score"
"other","Seminal vesicle - Description"
"other","Seminal vesicle - Free text diagnostic term"
"other","Seminal vesicle - Severity score"
"other","Seminal vesicle - Significance score"
"other","Skeletal muscle - Description"
"other","Skeletal muscle - Free text diagnostic term"
"other","Skeletal muscle - Severity score"
"other","Skeletal muscle - Significance score"
"other","Skin - Description"
"other","Skin - Free text diagnostic term"
"other","Skin - Severity score"
"other","Skin - Significance score"
"other","Small intestine - Description"
"other","Small intestine - Free text diagnostic term"
"other","Small intestine - Severity score"
"other","Small intestine - Significance score"
"brain","Spinal cord - Description"
"brain","Spinal cord - Free text diagnostic term"
"brain","Spinal cord - Severity score"
"brain","Spinal cord - Significance score"
"other","Spleen - Description"
"other","Spleen - Free text diagnostic term"
"other","Spleen - Severity score"
"other","Spleen - Significance score"
"other","Sternum - Description"
"other","Sternum - Free text diagnostic term"
"other","Sternum - Severity score"
"other","Sternum - Significance score"
"other","Stomach - Description"
"other","Stomach - Free text diagnostic term"
"other","Stomach - Severity score"
"other","Stomach - Significance score"
"other","Testis - Description"
"other","Testis - Free text diagnostic term"
"other","Testis - Severity score"
"other","Testis - Significance score"
"other","Thymus - Description"
"other","Thymus - Free text diagnostic term"
"other","Thymus - Severity score"
"other","Thymus - Significance score"
"other","Thyroid - Description"
"other","Thyroid - Free text diagnostic term"
"other","Thyroid - Severity score"
"other","Thyroid - Significance score"
"other","Tibia - Description"
"other","Tibia - Free text diagnostic term"
"other","Tibia - Severity score"
"other","Tibia - Significance score"
"other","Tongue - Description"
"other","Tongue - Free text diagnostic term"
"other","Tongue - Severity score"
"other","Tongue - Significance score"
"other","Tooth - Description"
"other","Tooth - Free text diagnostic term"
"other","Tooth - Severity score"
"other","Tooth - Significance score"
"other","Trachea - Description"
"other","Trachea - Free text diagnostic term"
"other","Trachea - Severity score"
"other","Trachea - Significance score"
"brain","Trigeminal V ganglion - Description"
"brain","Trigeminal V ganglion - Free text diagnostic term"
"brain","Trigeminal V ganglion - Severity score"
"brain","Trigeminal V ganglion - Significance score"
"other","Urinary bladder - Description"
"other","Urinary bladder - Free text diagnostic term"
"other","Urinary bladder - Severity score"
"other","Urinary bladder - Significance score"
"other","Uterus - Description"
"other","Uterus - Free text diagnostic term"
"other","Uterus - Severity score"
"other","Uterus - Significance score"
"other","White adipose tissue - Description"
"other","White adipose tissue - Free text diagnostic term"
"other","White adipose tissue - Severity score"
"other","White adipose tissue - Significance score"
"other","Subcutaneous adipose tissue - Description"
"other","Subcutaneous adipose tissue - Descriptor PATO"
"other","Subcutaneous adipose tissue - Free text diagnostic term"
"other","Subcutaneous adipose tissue - MA term"
"pathology","Subcutaneous adipose tissue - MPATH pathological entity term"
"pathology","Subcutaneous adipose tissue - MPATH pathological process term"
"other","Subcutaneous adipose tissue - Severity score"
"other","Subcutaneous adipose tissue - Significance score"
"other","Optic II nerve - Description"
"other","Optic II nerve - Descriptor PATO"
"other","Optic II nerve - Free text diagnostic term"
"other","Optic II nerve - MA term"
"pathology","Optic II nerve - MPATH pathological entity term"
"pathology","Optic II nerve - MPATH pathological process term"
"other","Optic II nerve - Severity score"
"other","Optic II nerve - Significance score"
"other","Date of sacrifice"
"other","Latency to leave start arm"
"other","Total arm entries"
"other","Number of triplets"
"other","Number of spontaneous alternations"
"other","Alternation ratio per number of triplets"
"other","Number of alternate arm entries"
"other","Alternate arm entry ratio per number of triplets"
"other","Number of same arm entries by number of doublets"
"other","Same arm entry ratio per total arm entries"
"other","Feacal boli (count)"
"other","Acclimatisation time (minimum)"
"other","Arm dimensions"
"other","Light level"
"other","Placement in start arm"
"other","Cleaning agent/disinfectant"
"other","Tracking method"
"other","Scoring method"
"other","Duration at centre prior to arm re-entry"
"other","Experimenter ID"
"other","Maze ID"
"equipment","Maze manufacturer"
"other","Maze model"
"equipment","Tracking equipment ID"
"equipment","Tracking equipment manufacturer"
"equipment","Tracking equipment model"
"equipment","Date tracking equipment last calibrated"
"other","Software"
"other","Alternating start arm"
"other","Side changes"
"other","Light side time spent"
"other","Time mobile light side"
"other","Dark side time spent"
"other","Time mobile dark side"
"other","Latency to first transition into dark"
"other","Percent time in dark"
"other","Percent time in light"
"other","Transition"
"other","Light side distance travelled"
"other","Dark side distance travelled"
"functional_behavioral","Vertical activity (rearing)"
"functional_behavioral","Horizontal activity"
"other","Repetitive beam break ('stereotypy counts')"
"other","Total distance travelled"
"other","Light level light chamber"
"other","Light level dark chamber"
"other","Experimenter ID"
"other","Start time"
"other","Arena ID"
"other","Arena version"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Disinfectant"
"other","Starting position"
"other","Light-Dark box's walls opaque"
"other","Light-Dark box set-up"
"other","Light side arena dimensions (L x W x H in mm)"
"other","Dark side arena dimensions (L x W x H in mm)"
"other","Entry way dimensions (L x W x H in mm)"
"other","Time spent in the light side in the first 5 minutes"
"other","Test duration"
"other","Software version"
"blood_hematology","White blood cell count"
"blood_hematology","Red blood cell count"
"blood_hematology","Hemoglobin"
"blood_hematology","Hematocrit"
"other","Mean cell volume"
"blood_hematology","Mean corpuscular hemoglobin"
"blood_hematology","Mean cell hemoglobin concentration"
"blood_hematology","Platelet count"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"blood_hematology","Anesthesia used for blood collection"
"blood_hematology","Method of blood collection"
"other","Anticoagulant"
"other","Samples kept on ice between collection and analysis"
"blood_hematology","ID for blood collection SOP"
"blood_hematology","Date and time of blood collection"
"other","Date of measurement"
"other","Chip card number"
"blood_hematology","Blood collection experimenter ID"
"equipment","Date equipment last calibrated"
"blood_hematology","Storage temperature from blood collection until measurement"
"blood_hematology","Blood collection tubes"
"other","Date and time of sacrifice"
"blood_hematology","Blood analysis experimenter ID"
"blood_hematology","Mean platelet volume"
"blood_hematology","Red blood cell distribution width"
"other","Placenta Development"
"other","Placenta Morphology"
"other","Placenta Vasculature"
"other","Placenta Size"
"other","Umbilical cord morphology"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Placenta color"
"embryo_development","Viability Outcome"
"other","Additional Outcome"
"other","Total pups"
"other","Total pups WT"
"other","Total pups heterozygous"
"other","Total pups homozygous"
"other","Total male WT"
"other","Total male heterozygous"
"other","Total male homozygous"
"other","Total male pups"
"other","Total female WT"
"other","Total female heterozygous"
"other","Total female homozygous"
"other","Total female pups"
"other","% pups WT"
"other","Free Comment"
"embryo_development","Average litter size"
"other","% pups heterozygous"
"other","% pups homozygous"
"other","% male WT"
"other","% male heterozygous"
"other","% male homozygous"
"other","% female WT"
"other","% female heterozygous"
"other","% female homozygous"
"other","Female age earliest start"
"other","Female age oldest end"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"other","Age of pups at genotype"
"other","Breeding Strategy"
"other","P-value for outcome call"
"other","Additional Subviable Outcome"
"other","Welfare terms"
"other","Free-text comments"
"images","Images"
"other","Date of observation"
"other","Animal Status"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"images","Image Pixel Size"
"equipment","E9.5 OPT preperation protocol"
"equipment","Date equipment last calibrated"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Date of Scan"
"other","Screenshots"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"equipment","Equipment Version"
"images","Image Pixel Size"
"images","E14.5-E15.5 MicroCT Preparation protocol"
"other","Object to Source"
"images","Camera to Source"
"equipment","Date equipment last calibrated"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Date of Scan"
"equipment","Source Voltage"
"equipment","Source Current"
"other","Screenshots"
"heart","3rd ventricle"
"other","Median sulcus"
"heart","4th ventricle"
"other","Adrenal gland"
"heart","Aorta"
"heart","Arch of aorta"
"heart","Heart atrium"
"other","basioccipital bone"
"other","Bladder"
"other","Bronchus"
"other","Brown fat"
"other","Dorsal root ganglia"
"blood_hematology","Carotid artery"
"other","Cerbral aqueduct"
"brain","Cerebellum"
"heart","4th ventricle choroid plexus"
"heart","lateral ventricle choroid plexus"
"other","Clavicle"
"other","Cochlea"
"brain","Cerebral cortex"
"other","Ductus arteriosus"
"other","Diaphragm"
"brain","Diencephalon"
"other","Limb digit"
"heart","Dorsal aorta"
"other","Duodenum"
"other","Ejaculatory duct"
"brain","Spinal cord cervical region"
"other","Epiglottis"
"other","Esophagus"
"other","Pharyngo-tympanic tube"
"other","Exoccipital bone"
"other","Eyelid"
"other","Femur"
"other","Fibula"
"other","T1 rib"
"other","Soft palate"
"other","Palate"
"other","Gallbladder"
"other","Gluteus maximus "
"other","Hepatic duct"
"other","Midgut"
"other","herniated abdominal wall"
"brain","Hindbrain"
"other","Hindgut"
"other","Hip"
"brain","Hippocampus"
"other","Humerus"
"other","Hyaloid cavity"
"other","Hyoid bone"
"brain","Hypothalamus"
"other","Inferior vena cava "
"brain","Pituitary gland"
"images","Pigmented retinal epiithelium"
"blood_hematology","Innominate artery"
"other","Interventricular septum"
"images","Intraretinal space"
"other","Vomeronasal organ"
"other","Jejunum"
"other","Jugular lymph sac"
"other","Kidney"
"other","Kidney pelvis"
"brain","Renal cortex"
"other","Renal medulla"
"other","Larynx"
"heart","Lateral ventricle"
"other","Lens"
"other","Limb muscle"
"other","Liver"
"other","Liver lobe"
"other","Liver caudate lobe"
"other","Ductus venosus"
"other","Liver left lobe"
"other","Liver right lobe"
"other","Lower jaw molar"
"other","Right lung cranial lobe"
"other","Right lung accessory lobe"
"other","Right lung caudal lobe"
"other","Left lung"
"other","Right lung middle lobe"
"other","Mandible"
"weight","Masseter"
"other","Meckel's cartilage"
"other","Medulla oblongata"
"brain","Midbrain"
"brain","Midbrain roof plate"
"heart","Mitral valve"
"other","Nasal capsule"
"other","Nasal cavity"
"other","Nasal septum"
"other","Nasopharynx"
"other","Neural retina"
"brain","Olfactory epithelium"
"brain","Olfactory lobe"
"other","Optic nerve"
"other","Oropharynx"
"other","Oral cavity"
"other","Ovary"
"other","Palatal shelf"
"other","Pancreas"
"other","Parathyroid gland"
"other","Penis"
"heart","Pericardial cavity"
"heart","Pericardium"
"other","Peritoneal cavity"
"other","Pineal primordium"
"other","Pinna"
"other","Pons"
"blood_hematology","Portal vein"
"other","Primary palate"
"blood_hematology","Pulmonary artery"
"other","Quadriceps muscle "
"other","Radius"
"other","Rathke's pouch"
"other","Rectum"
"other","Rib"
"other","S1 vertebral cartilage condensation"
"other","Scapula"
"other","Semicircular canal"
"other","Small intestine"
"other","Sphenoid bone"
"brain","Spinal cord"
"brain","Spinal cord central canal"
"other","Spleen primordium"
"other","Sternum"
"other","Stomach"
"other","Stomach lumen"
"other","Stomach wall"
"other","Stomach fundus"
"other","Stomach pyloric region"
"blood_hematology","Subclavian artery"
"other","Submandibular gland"
"other","Tail"
"other","Nucleus pulposus"
"other","Temporal bone"
"other","Testis"
"brain","Thalamus"
"heart","Descending aorta"
"other","Thymus"
"other","Thyroid gland"
"other","Tibia"
"other","Tongue"
"other","Trachea"
"heart","Tricuspid valve"
"brain","Trigeminal V ganglion"
"other","Ulna"
"other","Upper jaw incisor"
"other","Upper jaw molar"
"other","Urethra"
"other","Vagal trunk"
"other","Vena cava"
"heart","Heart ventricle"
"other","Vertebra"
"other","Vibrissa"
"pathology","Oedema"
"other","physiological umbilical hernia morphology"
"other","Cervical flexure morphology"
"other","Size"
"other","Spine curvature"
"other","Craniofacial morphology"
"other","Annotator ID"
"other","Date of Annotation"
"other","Sodium"
"other","Potassium"
"other","Chloride"
"blood_hematology","Urea (Blood Urea Nitrogen - BUN)"
"other","Creatinine"
"other","Total protein"
"other","Albumin"
"other","Total bilirubin"
"other","Calcium"
"other","Phosphorus"
"other","Iron"
"other","Aspartate aminotransferase"
"other","Alanine aminotransferase"
"other","Alkaline phosphatase"
"other","Total cholesterol"
"other","HDL-cholesterol"
"other","Triglycerides"
"other","Glucose"
"other","LIH (Hemolysis Severity - available on AU analysers)"
"other","Fructosamine"
"other","Lipase"
"other","Lactate dehydrogenase"
"other","Alpha-amylase"
"other","UIBC (unsaturated iron binding capacity)"
"other","LDL-cholesterol"
"other","Free fatty acids"
"other","Glycerol"
"other","Creatine kinase"
"other","Uric acid"
"other","Ferritin"
"other","Transferrin"
"other","C-reactive protein"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"blood_hematology","Anesthesia used for blood collection"
"blood_hematology","Method of blood collection"
"other","Anticoagulant"
"other","Samples kept on ice between collection and analysis"
"other","Sample status"
"other","Sample dilution"
"blood_hematology","ID of blood collection SOP"
"blood_hematology","Date and time of blood collection"
"other","Date of measurement"
"other","Hemolysis status"
"blood_hematology","Blood collection experimenter ID"
"equipment","Date equipment last calibrated"
"blood_hematology","Blood collection tubes"
"other","Date and time of sacrifice"
"blood_hematology","Storage temperature from blood collection till measurement"
"blood_hematology","Blood analysis experimenter ID"
"blood_hematology","Glycosilated hemoglobin A1c (HbA1c)"
"other","Thyroxine"
"other","Magnesium"
"equipment","Reagent manufacturer"
"other","Tail - presence"
"weight","Tail - length"
"other","Tail - thickness"
"other","Tail - morphology"
"other","Coat - color - back"
"other","Coat - color - head"
"other","Coat - color - abdomen"
"other","Coat - color pattern - back"
"other","Coat - color pattern - head"
"other","Coat - color pattern - abdomen"
"other","Coat - hair distribution - back"
"other","Coat - hair distribution - head"
"other","Coat - hair distribution - abdomen"
"other","Coat - hair texture / appearance - back"
"other","Coat - hair texture / appearance - head"
"other","Coat - hair texture / appearance - abdomen"
"other","Forelimbs - position"
"other","Forelimbs - shape"
"other","Forelimbs - size"
"other","Hindlimbs - position"
"other","Hindlimbs - shape"
"other","Hindlimbs - size"
"other","Vibrissae - presence"
"other","Vibrissae - appearance"
"other","Head size"
"other","Head morphology"
"other","Ears"
"other","Snout size"
"functional_behavioral","Activity (body position)"
"other","Tremor"
"other","Transfer arousal"
"functional_behavioral","Locomotor activity"
"functional_behavioral","Gait"
"other","Tail elevation"
"other","Touch escape"
"functional_behavioral","Startle response"
"functional_behavioral","Unexpected behaviors"
"other","Trunk curl"
"other","Limb grasp"
"other","Forelimb digit - size"
"other","Hindlimb digit - size"
"other","Skin color - whole body"
"other","Skin color - snout"
"other","Skin color - ear"
"other","Skin color - front paws"
"other","Skin color - back paws"
"other","Skin color - tail"
"other","Skin texture - whole body"
"other","Skin texture - snout"
"other","Skin texture - ear"
"other","Skin texture - front paws"
"other","Skin texture - back paws"
"other","Skin texture - tail"
"other","Teeth presence"
"other","Upper teeth appearance"
"other","Lower teeth appearance"
"other","Genitalia - presence"
"other","Genitalia - size"
"other","Genitalia - morphology"
"other","Mouth morphology"
"other","Upper lip morphology"
"other","Lower lip morphology"
"other","Contact righting"
"other","Vocalization"
"other","Aggression"
"other","Head bobbing"
"other","Experimenter ID"
"other","Location of test"
"other","Number of animals in cage"
"other","Number of days since cage changed"
"images","Images"
"other","Size of squares in arena"
"other","Comments (in English)"
"other","Forepaw - size"
"other","Hindpaw - size"
"other","Forepaw - shape"
"other","Hindpaw - shape"
"other","Forelimb digit - number"
"other","Hindlimb digit - number"
"other","Forelimb digit - shape"
"other","Hindlimb digit - shape"
"other","Forelimb nail - number"
"other","Hindlimb nail - number"
"weight","Hindlimb nail - length"
"weight","Forelimb nail - length"
"other","Forelimb nail - shape"
"other","Hindlimb nail - shape"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"equipment","Equipment Version"
"images","Image Pixel Size"
"images","E14.5-E15.5 MicroCT Preparation protocol"
"other","Object to Source"
"images","Camera to Source"
"equipment","Date equipment last calibrated"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Date of Scan"
"equipment","Source Voltage"
"equipment","Source Current"
"other","Screenshots"
"weight","Spleen weight"
"other","Live leukocytes (Panel A) -  % of total events"
"other","T cells (Panel A) - % of live leukocytes (Panel A)"
"other","NKT cells (panel A) - % of live leukocytes (Panel A)"
"other","NK cells (Panel A) - % of live leukocytes (Panel A)"
"other","CD4 T cells - % of live leukocytes (Panel A)"
"other","CD8+ T cells - % of live leukocytes (Panel A)"
"other","CD4+ NKT cells - % of live leukocytes (Panel A)"
"other","CD4- NKT cells - % of live leukocytes (Panel A)"
"other","Treg cells - % of live leukocytes (Panel A)"
"other","CD4+ T helper cells - % of live leukocytes (Panel A)"
"other","Total events (Panel A)"
"other","Total events (Panel B)"
"other","Effector CD4+ T helper cells - % of live leukocytes (Panel A)"
"other","Resting CD4+ T helper cells - % of live leukocytes (Panel A)"
"other","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"other","NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)"
"other","Resting CD8+ T cells - % of live leukocytes (Panel A)"
"other","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"other","Resting CD4+ NKT cells - % of live leukocytes (Panel A)"
"other","Effector CD4- NKT cells - % of live leukocytes (Panel A)"
"other","Resting CD4- NKT cells - % of live leukocytes (Panel A)"
"other","Live leukocytes (Panel B) -  % of total events (Panel B)"
"other","Granulocytes - % of live leukocytes (Panel B)"
"blood_hematology","Monocytes - % of live leukocytes (Panel B)"
"blood_hematology","Eosinophils - % of live leukocytes (Panel B)"
"other","NK cells (Panel B) - % of live leukocytes (Panel B)"
"other","Ly6C+ CD11b- NK cells - % of live leukocytes (Panel B)"
"other","Ly6C+ CD11b+ NK cells - % of live leukocytes (Panel B)"
"other","CD11b- NK cells - % of live leukocytes (Panel B)"
"other","CD11b+ NK cells - % of live leukocytes (Panel B)"
"other","NKT cells (panel B) - % of live leukocytes (Panel B)"
"other","Ly6C+ NKT cells - % of live leukocytes (Panel B)"
"other","T cells (panel B) - % of live leukocytes (Panel B)"
"other","B cells - % of live leukocytes (Panel B)"
"other","Follicular B cells  - % of B cells (Panel B)"
"other","Marginal zone B cells  - % of B cells (Panel B)"
"other","Conventional DC - % of live leukocytes (Panel B)"
"blood_hematology","Plasmacytoid DC- % of live leukocytes (Panel B)"
"other","Macrophages- % of live leukocytes (Panel B)"
"equipment","Equipment name"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","CS&T Bead lot"
"other","Anesthesia"
"other","Cell digestion"
"other","Cell digestion agent"
"equipment","Cell digestion agent manufacturer"
"other","Cell digestion agent catalog number"
"other","Cell counting performed"
"equipment","Cell counting equipment manufacturer"
"equipment","Cell counting equipment model"
"equipment","Cell counting equipment name"
"equipment","Cell lysis buffer manufacturer"
"other","Cell lysis buffer catalog number"
"other","Date and time of sacrifice"
"other","Date and time of sample preparation"
"equipment","Sample storage temperature until analysis (in Celsius)"
"other","FCS repository reference (URL/ID)"
"functional_behavioral","Balanced salt solution type"
"equipment","Balanced salt solution manufacturer"
"functional_behavioral","Balanced salt solution catalog number"
"equipment","RPMI manufacturer"
"other","RPMI catalog number"
"equipment","DNAse I manufacturer"
"other","DNAse I catalog number"
"other","Dead cell exclusion dye"
"equipment","Dead cell exclusion dye manufacturer"
"other","Dead cell exclusion dye catalog number"
"equipment","Cell digestion temperature (in Celsius)"
"other","Panel A FCS file(s)"
"other","Panel B FCS file(s)"
"other","Automated analysis"
"equipment","Collection buffer manufacturer"
"other","Collection buffer catalog number number"
"equipment","FACS buffer manufacturer"
"other","FACS buffer catalog number"
"equipment","Enzyme buffer manufacturer"
"other","Enzyme buffer catalog number"
"other","Total spleen leukocyte count"
"other","Clog- events (Panel A)"
"other","FSC/SSC Singlets (Panel A)"
"other","Effector NK cells - % of live leukocytes (Panel A)"
"other","Effector Treg cells - % of live leukocytes (Panel A)"
"other","Effector γδ T cells - % of live leukocytes (Panel A)"
"other","Klrg1+ CD4- NKT cells - % of live leukocytes (Panel A)"
"other","Klrg1+ CD4+ NKT cells - % of live leukocytes (Panel A)"
"other","Klrg1+ CD4+ T helper cells - % of live leukocytes (Panel A)"
"other","Klrg1+ CD8 T cells - % of live leukocytes (Panel A)"
"other","Klrg1+ NK cells - % of live leukocytes (Panel A)"
"other","Klrg1+ Treg cells - % of live leukocytes (Panel A)"
"other","Klrg1+ γδ T cells - % of live leukocytes (Panel A)"
"other","Resting NK cells - % of live leukocytes (Panel A)"
"other","Resting Treg cells - % of live leukocytes (Panel A)"
"other","Resting γδ T cells - % of live leukocytes (Panel A)"
"other","αβ T cells - % of live leukocytes (Panel A)"
"other","γδ T cells - % of live leukocytes (Panel A)"
"other","CD4- NKT cells - % of NKT cells (Panel A)"
"other","CD4+ NKT cells - % of NKT cells (Panel A)"
"other","CD4+ T cells - % of T cells"
"other","CD4+ T helper cells - % of CD4 T cells"
"other","CD8+ T cells - % of T cells"
"other","Effector CD4- NKT cells  - % of CD4- NKT cells"
"other","Effector CD4+ NKT cells  - % of CD4+ NKT cells"
"other","Effector CD4+ T helper cells - % of CD4+ T helper cells"
"other","Effector CD8+ T cells - % of CD8+ T cells"
"other","Effector NK cells - % of NK cells (Panel A)"
"other","Effector Treg cells - % of Treg cells"
"other","Effector γδ T cells - % of γδ T cells"
"other","Klrg1+ CD4- NKT cells  - % of CD4- NKT cells"
"other","Klrg1+ CD4+ NKT cells  - % of CD4+ NKT cells"
"other","Klrg1+ CD4+ T helper cells  - % of CD4+ T helper cells"
"other","Klrg1+ CD8 T cells - % of CD8+ T cells"
"other","Klrg1+ NK cells - % of NK cells (Panel A)"
"other","Klrg1+ Treg cells - % of Treg cells"
"other","Klrg1+ γδ T cells - % of γδ T cells"
"other","Naïve CD8+ T cells - % of CD8+ T cells"
"other","Resting CD4- NKT cells  - % of CD4- NKT cells"
"other","Resting CD4+ NKT cells  - % of CD4+ NKT cells"
"other","Resting CD4+ T helper cells  - % of CD4+ T helper cells"
"other","Resting CD8+ T cells - % of CD8+ T cells"
"other","Resting NK cells - % of NK cells (Panel A)"
"other","Resting Treg cells - % of Treg cells"
"other","Resting γδ T cells - % of γδ T cells"
"other","Treg cells - % of CD4 T cells"
"other","Clog- events (Panel B)"
"other","FSC/SSC Singlets (Panel B)"
"other","B1a cells  - % of B cells (Panel B)"
"other","B1b cells  - % of B cells (Panel B)"
"other","CD11b-high cDC - % of conventional DC (Panel B)"
"other","CD11b-low cDC - % of conventional DC (Panel B)"
"other","CD161+ B cells - % of live leukocytes (Panel B)"
"other","Transitional 1 B cells  - % of B cells (Panel B)"
"other","Transitional 2 B cells  - % of B cells (Panel B)"
"other","CD11b- NK cells - % of NK cells (Panel B)"
"other","CD11b+ NK cells - % of NK cells (Panel B)"
"other","CD161+ B cells - % of B cells"
"other","Follicular B cells  - % of B cells"
"other","Ly6C+ CD11b- NK cells - % of NK cells (Panel B)"
"other","Ly6C+ CD11b+ NK cells - % of NK cells (Panel B)"
"other","Ly6C+ NKT cells - % of NKT cells (Panel B)"
"other","Marginal zone B cells  - % of B cells"
"other","Transitional 1 Bcells  - % of B cells"
"other","Transitional 2 B cells  - % of B cells"
"other","T cells (Panel A) - cell count"
"other","αβ T cells - cell count"
"other","CD8+ T cells - cell count"
"other","Effector CD8+ T cells - cell count"
"other","Resting CD8+ T cells - cell count"
"other","Naïve CD8+ T cells - cell count"
"other","Klrg1+ CD8 T cells - cell count"
"other","CD4 T cells - cell count"
"other","CD4+ T helper cells - cell count"
"other","Effector CD4+ T helper cells - cell count"
"other","Resting CD4+ T helper cells - cell count"
"other","Klrg1+ CD4+ T helper cells - cell count"
"other","Treg cells - cell count"
"other","Effector Treg cells - cell count"
"other","Resting Treg cells - cell count"
"other","Klrg1+ Treg cells - cell count"
"other","γδ T cells - cell count"
"other","Effector γδ T cells - cell count"
"other","Resting γδ T cells - cell count"
"other","Klrg1+ γδ T cells - cell count"
"other","NKT cells (panel A) - cell count"
"other","CD4+ NKT cells - cell count"
"other","Effector CD4+ NKT cells - cell count"
"other","Resting CD4+ NKT cells - cell count"
"other","Klrg1+ CD4+ NKT cells - cell count"
"other","CD4- NKT cells - cell count"
"other","Effector CD4- NKT cells - cell count"
"other","Resting CD4- NKT cells - cell count"
"other","Klrg1+ CD4- NKT cells - cell count"
"other","NK cells (Panel A) - cell count"
"other","Effector NK cells - cell count"
"other","Resting NK cells - cell count"
"other","Klrg1+ NK cells - cell count"
"other","T cells (panel B) - cell count"
"other","NKT cells (panel B) - cell count"
"other","Ly6C+ NKT cells - cell count"
"other","NK cells (Panel B) - cell count"
"other","CD11b- NK cells - cell count"
"other","Ly6C+ CD11b- NK cells - cell count"
"other","CD11b+ NK cells - cell count"
"other","Ly6C+ CD11b+ NK cells - cell count"
"other","B cells - cell count"
"other","B1a cells - cell count"
"other","B1b cells - cell count"
"other","Follicular B cells - cell count"
"other","Marginal zone B cells - cell count"
"other","Transitional 1 B cells - cell count"
"other","Transitional 2 B cells - cell count"
"other","CD161+ B cells - cell count"
"other","Conventional DC - cell count"
"other","CD11b-low cDC - cell count"
"other","CD11b-high cDC - cell count"
"blood_hematology","Plasmacytoid DC - cell count"
"other","Macrophages - cell count"
"blood_hematology","Monocytes - cell count"
"other","Granulocytes - cell count"
"blood_hematology","Eosinophils - cell count"
"other","Panel A anti-CD5 clone"
"other","Panel A anti-CD5 fluorochrome"
"other","Panel A anti-CD5 RRID"
"other","Panel A anti-CD4 clone"
"other","Panel A anti-CD4 fluorochrome"
"other","Panel A anti-CD4 RRID"
"other","Panel A anti-CD44 clone"
"other","Panel A anti-CD44 fluorochrome"
"other","Panel A anti-CD44 RRID"
"other","Panel A anti-CD8a clone"
"other","Panel A anti-CD8a fluorochrome"
"other","Panel A anti-CD8a RRID"
"other","Panel A anti-CD25 clone"
"other","Panel A anti-CD25 fluorochrome"
"other","Panel A anti-CD25 RRID"
"other","Panel A anti-CD161 clone"
"other","Panel A anti-CD161 fluorochrome"
"other","Panel A anti-CD161 RRID"
"other","Panel A anti-CD62L clone"
"other","Panel A anti-CD62L fluorochrome"
